society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,latitude,longitude
conscient heritage max,Sector 102 ,3.2,14891.0,3,4,3+,11,South,Moderately Old,1915.0,1,1,0,0,0,Unknown,18,28.4705205,76.9705447
emaar mgf the enclave,Sector 66 ,3.6,14907.0,4,5,3,4,South-East,New Property,2226.0,0,1,0,0,0,Semi-Furnished,0,28.4003835,77.0545615
aipl the peaceful homes,Sector 70A ,2.85,17117.0,3,3,3,20,North-East,Relatively New,1432.0,0,1,0,0,0,Semi-Furnished,8,28.3835236,77.0171078
godrej air,Sector 85 ,3.25,15265.0,3,3,2,16,North-East,New Property,2447.0,1,0,0,0,0,Unknown,5,28.406600972222225,76.951194
dlf the primus,Sector 82A ,4.5,17255.0,4,4,3,18,North-East,Relatively New,2211.0,0,1,0,0,0,Furnished,0,28.38678611111111,76.96558055555556
tulip violet,Sector 69 ,3.6,17910.0,4,4,2,10,North-East,Moderately Old,1791.0,0,1,0,0,0,Semi-Furnished,5,28.392357190988005,77.03306794142074
shree vardhman victoria,Sector 70 ,2.3,11795.0,3,5,3+,12,East,Relatively New,1738.0,0,1,1,0,0,Semi-Furnished,10,28.394127777777776,77.01940833333333
dlf the skycourt,Sector 86 ,2.27,11768.0,3,3,3,9,East,Relatively New,1664.0,0,0,0,0,1,Semi-Furnished,6,28.3971291,76.9351106
m3m soulitude,Sector 89 ,1.65,11458.0,3,3,3,2,East,New Property,1655.0,1,1,0,1,0,Semi-Furnished,10,28.41989166666667,76.95073611111111
tata primanti,Sector 72 ,4.9,19216.0,3,3,3+,18,East,Moderately Old,2200.0,1,1,0,0,0,Furnished,24,28.40415277777777,77.03586944444444
tulip yellow,Sector 69 ,2.27,13322.0,3,3,3+,20,West,Relatively New,1466.0,1,0,0,0,0,Unknown,24,28.3932453,77.0367328
m3m the marina,Sector 68 ,1.52,12063.0,2,2,3+,15,North-East,Relatively New,1240.0,0,0,0,1,0,Semi-Furnished,0,28.376011294547,77.043588862517
sare homes,Sector 92 ,2.1,9827.0,4,4,3,14,South,Moderately Old,2456.0,0,1,0,0,0,Semi-Furnished,15,28.413458,76.912963
dlf the ultima,Sector 81 ,3.49,16619.0,3,4,3+,9,South,Relatively New,1683.0,0,1,0,0,0,Furnished,12,28.3890993,76.9490329
godrej meridien,Sector 106 ,3.15,15734.0,3,3,3+,8,North-East,Relatively New,2301.0,0,1,0,0,0,Semi-Furnished,16,28.507534844033355,76.98840323912266
ireo victory valley,Sector 67 ,5.69,19986.0,4,4,3,4,East,Relatively New,2400.0,0,1,0,1,0,Semi-Furnished,3,28.390746977872027,77.06497608871305
brisk lumbini terrace homes,Sector 109 ,2.65,9344.0,4,4,3+,12,North-East,Moderately Old,2528.0,0,1,0,0,0,Semi-Furnished,0,28.51365088888889,77.00624847222223
emaar mgf the palm drive,Sector 66 ,4.2,21538.0,3,3,2,4,East,Moderately Old,1738.0,0,1,0,0,0,Semi-Furnished,8,28.40138157319444,77.05161351711111
smart world gems,Sector 89 ,1.4,11589.0,2,2,3,3,North-East,New Property,941.0,1,0,0,0,1,Semi-Furnished,6,28.424373899722223,76.9443688
paras dews,Sector 106 ,1.5,10830.0,2,2,3+,8,East,Relatively New,940.0,1,0,0,0,1,Semi-Furnished,19,28.4987352,77.0000388
vatika city,Sector 49 ,5.52,18406.0,4,5,3,5,East,Moderately Old,2336.11,1,1,0,1,0,Semi-Furnished,24,28.4050237,77.0467548
ireo uptown,Sector 66 ,2.4,16472.0,2,2,3,12,East,Old Property,1425.0,0,1,0,0,0,Semi-Furnished,0,28.402077777777777,77.05166666666666
bestech park view spa next,Sector 67 ,4.05,15084.0,4,5,3,12,North-East,Old Property,2393.0,0,1,0,0,0,Semi-Furnished,0,28.389588888888888,77.05519166666666
alpha corp gurgaonone 84,Sector 84 ,2.38,12124.0,3,3,3,8,North,Moderately Old,1766.0,0,1,0,0,0,Semi-Furnished,4,28.4069192,76.9652774
adani m2k oyster grande,Sector 102 ,6.0,13193.0,4,3,3+,10,North-East,Relatively New,4200.0,0,1,0,1,0,Semi-Furnished,0,28.481405052555555,76.97283402086111
ats triumph,Sector 104 ,3.0,13100.0,3,3,2,12,East,Relatively New,1862.0,0,1,0,0,0,Semi-Furnished,6,28.477248535402,76.986079172918
signature global grand iva,Sector 103 ,0.47,10905.0,1,1,2,11,South,Relatively New,496.0,0,1,0,0,0,Semi-Furnished,0,28.494147,76.98370797222222
emaar mgf the palm drive,Sector 66 ,4.2,21538.0,3,3,2,10,West,Moderately Old,1920.0,0,1,1,0,0,Semi-Furnished,16,28.400648691166666,77.05172784627777
pivotal paradise,Sector 62 ,0.83,12633.0,2,2,2,6,South-West,Relatively New,618.0,0,0,0,0,1,Unknown,35,28.4060658,77.0892273
signature global park 4,Sector 36 Sohna,1.05,10254.0,2,2,3,2,East,New Property,913.0,0,0,0,0,1,Unknown,3,28.28921666666667,77.06386944444444
vatika the seven lamps,Sector 82 ,2.7,11134.0,4,5,3,10,East,Moderately Old,1992.0,1,1,0,0,0,Semi-Furnished,15,28.393787,76.9575453
conscient heritage one,Sector 62 ,4.0,20040.0,3,3,3,4,North,Moderately Old,1800.0,0,1,0,0,0,Semi-Furnished,8,28.4027511,77.0896026
mapsko mount ville,Sector 79 ,2.35,12948.0,3,4,3,3,East,Relatively New,1424.0,0,1,0,0,0,Semi-Furnished,0,28.361447699722223,76.97016779972222
ireo uptown,Sector 66 ,3.35,17895.0,3,4,3,7,East,Relatively New,1850.0,0,1,0,0,0,Semi-Furnished,0,28.3924859,77.0540907
indiabulls enigma,Sector 110 ,4.7,14030.0,4,5,2,10,North-East,Relatively New,2986.0,0,1,0,0,0,Semi-Furnished,4,28.5009015,77.010226
greenopolis,Sector 89 ,1.57,8022.0,3,3,3,5,East,Relatively New,1760.0,0,1,0,0,0,Unknown,24,28.4183343,76.9515718
ild greens,Sector 37C ,1.58,8004.0,3,4,1,17,North-East,Relatively New,1974.0,1,0,0,0,0,Unknown,0,28.4497471,76.9845238
bestech park view grand spa,Sector 81 ,3.4,12782.0,3,4,3+,11,North-East,Relatively New,2280.0,1,1,0,0,0,Semi-Furnished,24,28.392867899722223,76.9493242
bestech park view city,Tikri,3.75,18072.0,3,3,3+,5,North-East,Moderately Old,2050.0,1,1,0,0,0,Semi-Furnished,0,28.4045531,77.0424926
smart world orchard,Sector 61 ,2.25,14107.0,3,3,2,2,North,New Property,1601.0,0,0,1,0,0,Semi-Furnished,0,28.4093285,77.0993464
smart world orchard,Sector 61 ,2.7,16564.0,3,3,2,4,North,New Property,1874.0,0,0,1,0,0,Semi-Furnished,6,28.4094387,77.0992651
indiabulls enigma,Sector 110 ,4.8,14118.0,4,5,3,10,East,Relatively New,3030.0,0,1,0,0,0,Semi-Furnished,0,28.5011772,77.0109442
sare crescent parc,Sector 92 ,2.0,9556.0,4,4,3,6,North-East,Relatively New,1800.0,0,1,0,0,0,Semi-Furnished,0,28.412063,76.9110939
kendriya vihar,Sector 56 ,2.9,13810.0,3,3,3,2,North,Moderately Old,1683.0,0,1,0,0,0,Semi-Furnished,0,28.421559347805555,77.09387440233333
dlf the skycourt,Sector 86 ,2.29,11871.0,3,3,1,10,East,Relatively New,1600.0,0,0,1,0,0,Semi-Furnished,6,28.3985343,76.9372295
altura at dxp 92,Sector 92 ,2.3,10088.0,4,4,3,22,North,Relatively New,1962.0,0,1,0,0,0,Unknown,5,28.412282916666665,76.91235350000001
ramprastha the edge towers,Sector 37D ,1.15,8333.0,2,2,3,11,North-West,Moderately Old,1161.0,0,1,0,0,0,Semi-Furnished,6,28.4472015,76.9696429
mrg crown,Sector 106 ,2.05,13639.0,3,3,3,2,North-East,New Property,1340.0,0,0,1,0,0,Semi-Furnished,22,28.508948,76.9895773
vatika sovereign park,Sector 99 ,3.6,12950.0,3,3,2,9,West,New Property,2549.0,0,1,0,0,0,Semi-Furnished,6,28.46894057026247,76.96795431140141
hero homes,Sector 104 ,2.4,14210.0,3,2,3+,20,West,New Property,1375.0,1,0,1,1,0,Semi-Furnished,9,28.4836753,76.9927662
indiabulls enigma,Sector 110 ,4.75,13971.0,4,5,2,4,North-East,Relatively New,3030.0,0,1,0,0,0,Semi-Furnished,14,28.5018886,77.0106221
bptp spacio,Sector 37D ,1.32,12234.0,2,2,3+,5,North-East,Relatively New,962.0,0,1,0,0,0,Semi-Furnished,6,28.45380277777777,76.97354444444444
unitech uniworld city,Sector 30 ,5.15,21748.0,3,5,3+,7,North-East,Moderately Old,2212.0,0,1,0,1,0,Semi-Furnished,19,28.4591698,77.0570364
umang winter hills,Sector 77 ,2.05,9870.0,3,4,3,8,North-East,Moderately Old,1759.0,0,1,0,1,0,Semi-Furnished,0,28.3803593,76.9794741
puri emerald bay,Sector 104 ,3.55,14490.0,3,4,3+,14,East,Moderately Old,2184.0,0,1,0,0,0,Semi-Furnished,0,28.4820408,76.9907675
m3m latitude,Sector 65 ,7.5,25000.0,4,5,3+,16,North-West,New Property,3000.0,0,1,0,1,0,Semi-Furnished,3,28.39987777777777,77.06440833333333
m3m skycity,Sector 65 ,2.55,20222.0,2,2,3,21,North-East,Relatively New,1200.0,0,1,0,1,0,Semi-Furnished,0,28.40617967388227,77.06696017692694
bestech altura,Sector 79 ,3.45,12897.0,4,5,3,10,East,Relatively New,2250.0,0,1,0,0,0,Semi-Furnished,25,28.3564515,76.97330720000001
hero homes,Sector 104 ,2.1,15119.0,3,2,2,7,West,New Property,1188.0,0,1,0,0,0,Semi-Furnished,6,28.4840749,76.9935809
adani m2k oyster grande,Sector 102 ,2.9,15352.0,3,3,3,15,East,Relatively New,1684.0,0,1,0,0,0,Semi-Furnished,3,28.4798654,76.9740031
godrej meridien,Sector 106 ,3.4,16983.0,3,3,2,27,East,New Property,1481.0,0,1,0,0,0,Unknown,8,28.509518516781,76.988676053722
ansal harmony homes,Sushant Lok Phase 3,2.65,12619.0,4,3,3,2,North-East,Old Property,1638.0,1,0,1,1,0,Semi-Furnished,0,28.4194171,77.0872015
experion windchants,Sector 112 ,3.48,14256.0,2,2,2,20,North,New Property,2440.0,1,1,0,0,0,Semi-Furnished,8,28.51847777777777,77.01491111111112
ireo the corridors,Sector 67A ,3.25,16813.0,3,3,3+,12,North,Relatively New,1567.0,0,1,0,0,0,Semi-Furnished,0,28.3823465,77.067389
mahindra aura,Sector 110 A ,3.3,13767.0,4,4,3+,7,West,Moderately Old,2136.0,0,1,0,0,0,Semi-Furnished,0,28.51290277777778,77.02622222222222
emaar mgf the palm drive,Sector 66 ,4.1,21026.0,3,3,2,5,East,Moderately Old,1920.0,0,1,0,0,0,Furnished,11,28.400574960308457,77.05183077603445
alpha corp gurgaonone 84,Sector 84 ,3.45,10047.0,4,4,3+,9,North,Moderately Old,3139.0,0,0,0,1,0,Semi-Furnished,0,28.4063203,76.9636629
assotech blith,Sector 99 ,3.2,11287.0,4,5,3+,16,East,Under Construction,2468.0,1,1,1,1,0,Semi-Furnished,3,28.456319,76.961875
m3m heights,Sector 65 ,3.9,18987.0,3,3,2,30,East,Relatively New,2054.0,0,1,0,0,0,Semi-Furnished,7,28.40561567400101,77.06690546125107
m3m woodshire,Sector 107 ,2.41,8707.0,4,5,3+,12,North-East,Relatively New,2467.0,0,1,0,0,0,Semi-Furnished,24,28.5128135,76.9740566
godrej meridien,Sector 106 ,2.85,15364.0,3,3,3,10,North,New Property,1717.0,0,0,0,1,0,Semi-Furnished,14,28.507521274073607,76.9884718008457
chd avenue 71,Sector 71 ,2.11,12106.0,3,3,3,9,East,Old Property,1553.0,0,1,0,0,0,Semi-Furnished,0,28.4159077,77.0272873
dlf the ultima,Sector 81 ,3.67,17451.0,3,4,3+,18,East,Relatively New,1900.0,0,1,0,0,0,Furnished,10,28.388697222222223,76.951425
bestech park view sanskruti,Sector 92 ,2.4,12500.0,3,3,3,16,North-East,Relatively New,2207.0,0,1,0,1,0,Semi-Furnished,2,28.409208,76.925732
aipl zen residences,Sector 70A ,2.88,16911.0,3,3,3+,12,North-East,Relatively New,1703.0,1,0,0,0,0,Semi-Furnished,0,28.3833479,77.0169304
central park flower valley aqua front towers,Sector-33 Sohna,2.75,15458.0,3,3,3+,4,East,Relatively New,1779.0,0,1,0,0,0,Unknown,6,28.2860792,77.0786747
bestech park view sanskruti,Sector 92 ,2.3,11529.0,3,4,3+,10,North-East,Relatively New,1596.0,0,1,0,0,0,Semi-Furnished,0,28.4087718,76.925561
m3m latitude,Sector 65 ,7.49,24967.0,4,3,3,20,East,Relatively New,2100.0,0,1,0,1,0,Semi-Furnished,3,28.400198618739992,77.064324092776
sare homes,Sector 92 ,1.85,8852.0,4,3,3,19,East,Relatively New,1833.0,0,1,0,1,0,Semi-Furnished,26,28.413458,76.912963
awho sispal vihar,Sector 49 ,1.85,14275.0,2,2,3,3,South-East,Moderately Old,1155.0,0,0,0,1,0,Semi-Furnished,6,28.414608,77.0441969
godrej meridien,Sector 106 ,3.21,16034.0,3,3,3+,16,North-East,Relatively New,1784.0,0,0,0,1,0,Semi-Furnished,3,28.507094444444444,76.989125
central park resorts,Sector 48 ,7.45,30235.0,3,3,3,11,East,Relatively New,2133.0,1,1,1,1,0,Semi-Furnished,0,28.4253359,77.0330285
pioneer urban presidia,Sector 62 ,10.25,22879.0,4,4,3,24,East,Moderately Old,3993.0,1,1,1,1,0,Semi-Furnished,19,28.4121514,77.0905875
godrej meridien,Sector 106 ,2.91,15687.0,3,3,3+,10,North-East,New Property,1750.0,0,0,0,0,1,Semi-Furnished,6,28.50648888888889,76.9909888888889
bestech park view residency,Palam Vihar,2.45,13756.0,3,3,3+,9,West,Moderately Old,2047.0,0,0,0,0,1,Semi-Furnished,5,28.4983274,77.0223887
m3m crown,Sector 111 ,4.14,15506.0,4,5,3+,16,East,Relatively New,2380.0,1,0,0,0,0,Unknown,0,28.5324813,77.01872919972222
bestech altura,Sector 79 ,2.42,12010.0,3,3,2,1,West,New Property,1450.0,1,0,0,0,0,Unknown,4,28.35658836111111,76.97261808333333
bestech park view spa next,Sector 67 ,3.6,15319.0,4,3,3,4,East,Moderately Old,2349.0,0,1,0,1,0,Semi-Furnished,13,28.3888862,77.0557442
unitech uniworld city,Sector 30 ,5.3,19932.0,3,4,3,3,North-East,Old Property,2657.0,0,1,0,0,0,Semi-Furnished,0,28.4579516,77.0585938
puri diplomatic residences,Sector 111 ,5.12,22436.0,3,3,2,10,North-East,Under Construction,1929.0,1,0,0,0,0,Unknown,0,28.525665,77.030733
adani lushlands,Gwal Pahari,12.0,25263.0,4,5,3+,3,North-East,Under Construction,3645.0,1,0,0,0,0,Unknown,0,28.4328,77.13776
m3m heights,Sector 65 ,2.55,20222.0,2,2,3,15,North-East,Relatively New,1079.0,1,0,0,0,0,Semi-Furnished,24,28.40652847222222,77.06629180555555
godrej air,Sector 85 ,3.6,13851.0,4,4,2,5,North,New Property,2987.0,1,0,0,0,0,Semi-Furnished,3,28.406129672071,76.94999394792545
ild greens,Sector 37C ,1.69,6782.0,3,4,3+,6,North-East,Relatively New,2492.0,1,0,0,1,0,Unknown,1,28.4506878,76.9841201
dlf new town heights 2,Sector 86 ,2.14,11088.0,3,3,3,15,East,Old Property,1751.0,0,1,0,1,0,Semi-Furnished,10,28.39925496802832,76.93720644074163
bestech park view spa next,Sector 67 ,3.6,15319.0,4,4,3+,1,East,Moderately Old,2094.0,0,1,0,1,0,Semi-Furnished,0,28.388867617666666,77.05600965769445
dlf the primus,Sector 82A ,2.8,15402.0,3,3,3+,7,East,Relatively New,1650.0,0,1,0,1,0,Furnished,0,28.386787099722223,76.965451
hero homes,Sector 104 ,1.8,16379.0,2,2,2,23,North,New Property,850.0,0,1,0,1,0,Unknown,0,28.483324558333333,76.99357395
central park resorts,Sector 48 ,7.75,27838.0,3,5,3+,7,North-East,Moderately Old,2481.0,0,1,0,0,0,Semi-Furnished,20,28.42409166666667,77.03569444444445
ireo uptown,Sector 66 ,2.4,19093.0,2,2,3,10,North-East,Moderately Old,1120.0,0,1,0,0,0,Semi-Furnished,5,28.39613333333333,77.059225
conscient heritage max,Sector 102 ,2.45,12616.0,3,4,3,17,West,Moderately Old,1731.0,0,1,0,0,0,Semi-Furnished,6,28.470303,76.97039997222222
conscient heritage max,Sector 102 ,3.05,14193.0,3,4,3,12,East,Relatively New,1915.0,1,1,0,0,0,Semi-Furnished,25,28.47043888888889,76.97023888888889
spaze privy at4,Sector 84 ,4.05,9534.0,4,6,3+,7,West,Relatively New,3786.0,0,1,0,0,0,Unknown,3,28.407205691083107,76.96294263290777
hero homes,Sector 104 ,1.95,14349.0,3,2,2,18,North-East,New Property,1164.0,0,1,0,0,0,Semi-Furnished,13,28.4840519,76.9938143
mapsko casa bella,Sector 82 ,1.83,10828.0,3,3,3,4,North-East,Relatively New,1250.0,0,0,1,0,0,Semi-Furnished,0,28.3933443,76.9616751
the close north,Pocket I Nirvana Country,4.6,17658.0,3,4,3+,15,North-East,Old Property,2500.0,1,1,0,1,0,Semi-Furnished,25,28.4143699,77.0674759
greenopolis,Sector 89 ,1.7,10968.0,3,3,3,6,West,Old Property,1782.0,0,1,0,0,0,Semi-Furnished,0,28.4169626,76.94787089972223
ats tourmaline,Sector 109 ,2.22,12686.0,3,3,3+,9,East,Relatively New,1466.0,0,1,0,0,0,Semi-Furnished,0,28.51581388888889,77.00465833333334
ats marigold,Sector 89 A ,2.5,14286.0,3,3,3+,17,East,Relatively New,1750.0,0,1,0,0,0,Unknown,6,28.4326916,76.9459561
bestech park view ananda,Sector 81 ,2.29,12652.0,3,3,3+,10,North,Moderately Old,1485.0,0,1,0,0,0,Semi-Furnished,6,28.390069444444443,76.95161666666667
rof ananda,Sector 95 ,0.58,10565.0,2,2,1,6,North-East,Relatively New,631.0,0,1,0,0,0,Unknown,5,28.414764422462948,76.90574364315682
rof ananda,Sector 95 ,0.6,9302.0,2,2,2,6,North-East,Relatively New,742.0,1,0,0,0,0,Unknown,0,28.41422207103397,76.90583627176254
ireo the corridors,Sector 67A ,2.32,15633.0,2,2,2,8,North-East,Relatively New,1156.0,1,0,1,0,0,Semi-Furnished,6,28.3851818,77.0694693
dlf park place,Sector 54 ,10.15,37593.0,4,4,3,12,North-East,Old Property,3103.0,0,1,0,0,0,Furnished,11,28.4427739,77.1083163
godrej meridien,Sector 106 ,4.15,15257.0,4,5,3+,10,South,New Property,2424.0,0,1,0,0,0,Semi-Furnished,0,28.5070003,76.98903799972223
puri emerald bay,Sector 104 ,3.5,14286.0,3,4,3+,11,East,Moderately Old,2184.0,0,1,0,0,0,Semi-Furnished,0,28.4820408,76.9907675
umang winter hills,Sector 77 ,2.1,10111.0,3,4,3+,7,East,Relatively New,1851.0,0,1,0,0,0,Semi-Furnished,1,28.383485,76.979604
vatika seven elements,Sector 89 A ,1.99,10365.0,3,3,2,6,East,Relatively New,1900.0,0,1,0,0,0,Semi-Furnished,25,28.4293302,76.9425769
indiabulls enigma,Sector 110 ,4.8,14118.0,4,5,3,7,East,Relatively New,3030.0,0,1,0,0,0,Unknown,16,28.501169444444443,77.01005833333333
antriksh heights,Sector 84 ,1.52,8812.0,3,3,3+,6,South-East,Moderately Old,1537.0,0,1,1,0,0,Semi-Furnished,12,28.402752777777778,76.96509722222223
vipul belmonte,Sector 53 ,6.0,24490.0,3,5,3+,13,North,Moderately Old,2184.0,1,1,1,1,0,Furnished,25,28.44063333333333,77.10173333333333
godrej air,Sector 85 ,1.96,13940.0,2,2,1,10,North-East,New Property,1426.0,0,1,0,0,0,Semi-Furnished,0,28.40889547222222,76.95391844444444
smart world orchard,Sector 61 ,2.8,17178.0,3,3,3,3,North-West,Relatively New,1874.0,1,0,0,0,0,Semi-Furnished,0,28.4050436,77.09626929999999
godrej meridien,Sector 106 ,2.85,15364.0,3,3,3+,20,North,New Property,1419.0,0,0,0,0,1,Semi-Furnished,5,28.504825,76.98921944444444
dlf new town heights 1,Sector 90 ,2.0,10363.0,3,3,3+,3,North-East,Relatively New,1650.0,0,1,0,0,0,Semi-Furnished,20,28.4035618,76.9311706
godrej habitat,Sector 3 ,1.44,9972.0,2,2,3,15,East,New Property,1443.0,0,0,0,1,0,Semi-Furnished,13,28.486085923446524,77.01389246533506
ireo the grand arch,sector 58 ,4.9,22727.0,3,3,3,12,East,Moderately Old,1995.0,0,1,0,0,0,Semi-Furnished,21,28.41287307000877,77.11134678227093
sobha city,Sector 108 ,3.9,19471.0,3,4,2,8,East,New Property,1628.0,0,0,0,0,1,Unknown,9,28.515734,76.99482
ss the leaf,Sector 85 ,2.77,11503.0,3,4,3,11,East,Relatively New,2300.0,0,1,0,0,0,Semi-Furnished,21,28.4088606,76.9531971
conscient heritage one,Sector 62 ,3.95,19790.0,3,4,3+,11,South,Moderately Old,1553.0,0,1,0,0,0,Semi-Furnished,11,28.4025733,77.0889519
emaar digihomes,Sector 62 ,3.4,22546.0,2,2,3,12,North,Relatively New,1200.0,0,1,0,0,0,Semi-Furnished,0,28.4047552,77.08651509972222
godrej vrikshya,Sector 103 ,4.2,21572.0,3,3,3+,23,North,Under Construction,1947.0,0,1,0,0,0,Unknown,8,28.495067,76.974551
central park flower valley flamingo floors,Sector-33 Sohna,1.45,13266.0,2,2,2,1,East,Relatively New,1093.0,0,0,0,1,0,Semi-Furnished,19,28.2849021,77.0769998
cghs prithvi apartments,Sector 52 ,4.5,15000.0,4,5,2,6,East,Old Property,2716.0,0,1,0,0,0,Furnished,1,28.435873972222225,77.08845199999999
hero homes,Sector 104 ,1.95,14039.0,3,2,2,14,North-East,New Property,1188.0,0,0,0,0,1,Semi-Furnished,0,28.4840936,76.9936357
m3m the marina,Sector 68 ,1.7,12782.0,2,2,3+,15,North,Relatively New,1185.0,0,0,0,1,0,Semi-Furnished,19,28.376011294547,77.043588862517
millenium residency,Sector 47 ,2.75,12304.0,4,4,3,7,East,Moderately Old,1770.0,0,0,0,1,0,Semi-Furnished,31,28.428020175433343,77.04051531898682
gpl eden heights,Sector 70 ,2.6,12093.0,3,4,3,14,North,Moderately Old,1916.0,1,1,0,0,0,Semi-Furnished,15,28.39282579594561,77.02149475122835
bestech altura,Sector 79 ,3.47,12972.0,4,5,3+,15,North-East,New Property,2384.0,0,1,0,0,0,Semi-Furnished,0,28.35791677534294,76.97306858030193
tulip yellow,Sector 69 ,2.2,12911.0,3,3,3+,11,West,New Property,1700.0,0,0,0,0,1,Unknown,0,28.3939419,77.0367199
emperium premio,Sector 37C ,2.0,10870.0,3,3,3+,G,West,Under Construction,1840.0,0,0,0,0,1,Unknown,1,28.45161,76.9854
hero homes,Sector 104 ,2.4,14210.0,3,3,3,17,North-East,Relatively New,1410.0,0,0,0,1,0,Semi-Furnished,6,28.48380533519464,76.9952803418529
bestech park view spa next,Sector 67 ,3.05,15522.0,3,3,3+,12,North-East,Old Property,1910.0,0,1,0,0,0,Semi-Furnished,0,28.4059148,77.0680662
adani oyster greens,Sector 102 ,3.15,12353.0,3,4,3,17,West,Relatively New,2273.0,0,1,0,0,0,Semi-Furnished,1,28.4830648,76.9759474
mapsko casa bella,Sector 82 ,2.64,10414.0,4,5,3+,15,East,Moderately Old,2259.0,0,1,0,0,0,Semi-Furnished,0,28.39419122920821,76.9635046076916
smart world orchard,Sector 61 ,2.6,15187.0,3,3,2,3,North-East,Relatively New,1968.0,1,0,0,0,0,Semi-Furnished,0,28.409231793,77.09998682141666
sobha city,Sector 108 ,4.15,20719.0,3,4,2,9,North-West,Relatively New,1628.0,0,0,0,0,1,Unknown,9,28.5169099,76.9944442
experion windchants,Sector 112 ,4.42,15774.0,3,3,2,12,North,New Property,2225.0,0,1,0,0,0,Semi-Furnished,0,28.51880342804785,77.00556966060014
sobha city,Sector 108 ,4.28,20656.0,3,3,3+,15,East,Relatively New,1675.0,0,0,0,0,1,Semi-Furnished,6,28.5156484,76.9949919
suncity avenue 102,Sector 102 ,0.77,12184.0,2,1,2,7,East,Relatively New,726.0,0,0,0,0,1,Unknown,0,28.47176609972222,76.96883789972222
sare crescent parc,Sector 92 ,1.9,8676.0,4,4,3,12,East,Relatively New,2100.0,0,1,0,0,0,Unknown,4,28.412703944286,76.914061602923
pareena mi casa,Sector 68 ,1.01,11676.0,2,2,2,7,North-West,New Property,788.0,0,1,0,0,0,Semi-Furnished,6,28.387365,77.0424605
aipl the peaceful homes,Sector 70A ,3.3,15349.0,3,3,3,5,North,Relatively New,1993.0,1,0,0,0,0,Semi-Furnished,0,28.38453471273187,77.01814609445297
paras irene,Sector 70A ,2.7,14754.0,3,3,3+,6,North-East,Relatively New,1631.0,0,1,0,0,0,Semi-Furnished,4,28.38563333333333,77.01679166666666
parsvnath exotica,Sector 53 ,5.95,20553.0,3,4,3+,9,North,Moderately Old,2400.0,0,1,0,1,0,Semi-Furnished,21,28.442121211901352,77.0972624033914
tata primanti,Sector 72 ,5.3,18244.0,4,5,3+,18,North,New Property,2200.0,0,1,0,0,0,Semi-Furnished,0,28.4039594,77.0359509
dlf the pinnacle,DLF Phase 5,13.1,32923.0,4,4,3,12,North-East,Relatively New,3785.0,1,1,1,1,1,Semi-Furnished,4,28.453252777777777,77.09685833333333
ss the leaf,Sector 85 ,3.5,12447.0,4,5,3+,5,North-West,Relatively New,2500.0,0,1,0,0,0,Unknown,0,28.40913045363415,76.95401733033968
signature global infinity,Sector 36 Sohna,0.65,11111.0,2,2,2,1,North,Relatively New,672.0,1,1,0,1,0,Furnished,14,28.28761458641667,77.06509631127777
mapsko paradise,Sector 83 ,1.15,10952.0,2,2,3,7,East,Moderately Old,936.0,1,1,0,1,0,Semi-Furnished,0,28.3983483,76.9629093
bptp terra,Sector 37D ,2.35,12828.0,3,3,3,5,West,Relatively New,1633.0,1,1,0,1,0,Unknown,0,28.45644806915474,76.97364329578492
paras irene,Sector 70A ,3.0,13953.0,3,4,3+,10,North,Moderately Old,1750.0,0,1,0,0,0,Semi-Furnished,0,28.3848804,77.01709269999999
